Textbox9
"Año: 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"

Año,Mes_Ordenado,Día,Textbox17,Capacidad_Efectiva_Neta,Textbox26,Generación,Textbox13,Textbox15,Textbox16,Capacidad_Efectiva_Neta1,Generación1
2020,06-Junio,16,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"183,916",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,17,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"183,798",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,18,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"187,013",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,19,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"189,676",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,20,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"180,571",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,21,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"164,369",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,22,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"165,790",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,23,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"186,064",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,24,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"178,808",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,25,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"190,648",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,26,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"189,527",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,27,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"183,744",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,28,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"159,888",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,29,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"166,285",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,30,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"187,110",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,1,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"191,814",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,2,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"187,819",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,3,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"186,603",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,4,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"179,478",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,5,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"167,480",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,6,Capacidad Efectiva Neta (MV),"19.341,533",Generación (GWh),"190,522",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,7,Capacidad Efectiva Neta (MV),"19.391,533",Generación (GWh),"189,196",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,8,Capacidad Efectiva Neta (MV),"19.391,533",Generación (GWh),"186,748",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,9,Capacidad Efectiva Neta (MV),"19.391,533",Generación (GWh),"188,823",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,10,Capacidad Efectiva Neta (MV),"19.391,533",Generación (GWh),"191,246",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,11,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"181,118",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,12,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"162,264",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,13,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"188,616",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,14,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"189,454",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,15,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"197,721",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,16,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"190,407",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,17,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"189,787",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,18,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"183,436",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,19,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"169,119",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,20,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"167,325",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,21,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"185,467",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,22,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"185,602",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,23,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"186,943",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,24,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"185,746",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,25,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"173,287",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,26,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"161,011",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,27,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"185,031",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,28,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"189,749",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,29,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"192,051",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,30,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"195,130",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,07-Julio,31,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"196,247",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,1,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"182,746",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,2,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"168,871",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,3,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"189,029",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,4,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"190,283",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,5,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"191,626",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,6,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"191,558",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,7,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"184,279",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,8,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"180,612",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,9,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"167,441",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,10,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"193,558",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,11,Capacidad Efectiva Neta (MV),"19.371,633",Generación (GWh),"197,658",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,12,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"199,102",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,13,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"201,149",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,14,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"197,220",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,15,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"183,803",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,16,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"165,462",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,17,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"168,389",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,18,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"196,193",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,19,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"198,239",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,20,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"199,523",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,21,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"198,853",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,22,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"188,459",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,23,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"169,784",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,24,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"193,889",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,25,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"195,466",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,26,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"196,992",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,27,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"199,319",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,28,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"201,183",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,08-Agosto,29,Capacidad Efectiva Neta (MV),"19.370,333",Generación (GWh),"193,284",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,1,Capacidad Efectiva Neta (MV),"19.325,433",Generación (GWh),"199,518",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,2,Capacidad Efectiva Neta (MV),"19.325,433",Generación (GWh),"196,172",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,3,Capacidad Efectiva Neta (MV),"19.325,433",Generación (GWh),"199,835",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,4,Capacidad Efectiva Neta (MV),"19.325,433",Generación (GWh),"200,855",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,5,Capacidad Efectiva Neta (MV),"19.325,433",Generación (GWh),"195,411",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,6,Capacidad Efectiva Neta (MV),"19.325,433",Generación (GWh),"174,179",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,7,Capacidad Efectiva Neta (MV),"19.325,433",Generación (GWh),"196,436",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,8,Capacidad Efectiva Neta (MV),"19.326,117",Generación (GWh),"195,958",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,9,Capacidad Efectiva Neta (MV),"19.326,117",Generación (GWh),"197,566",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,10,Capacidad Efectiva Neta (MV),"19.866,117",Generación (GWh),"201,651",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,11,Capacidad Efectiva Neta (MV),"19.866,117",Generación (GWh),"204,796",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,12,Capacidad Efectiva Neta (MV),"19.866,117",Generación (GWh),"195,775",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,13,Capacidad Efectiva Neta (MV),"19.866,117",Generación (GWh),"175,445",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,14,Capacidad Efectiva Neta (MV),"19.866,117",Generación (GWh),"200,743",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,15,Capacidad Efectiva Neta (MV),"19.866,117",Generación (GWh),"203,681",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,16,Capacidad Efectiva Neta (MV),"19.326,117",Generación (GWh),"196,657",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,17,Capacidad Efectiva Neta (MV),"19.326,117",Generación (GWh),"202,818",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,18,Capacidad Efectiva Neta (MV),"19.326,117",Generación (GWh),"201,580",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,09-Septiembre,19,Capacidad Efectiva Neta (MV),"19.326,117",Generación (GWh),"192,208",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2019,01-Enero,1,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"144,367",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,2,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"174,987",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,3,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"185,499",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,4,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"189,631",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,5,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"181,494",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,6,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"164,710",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,7,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"166,070",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,8,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"187,271",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,9,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"185,386",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,10,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"185,251",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,11,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"189,884",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,12,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"181,144",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,13,Capacidad Efectiva Neta (MV),"17.392,288",Generación (GWh),"167,654",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,14,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"188,369",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,15,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"192,163",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,16,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"194,853",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,17,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"196,640",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,18,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"196,525",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,19,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"184,219",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,20,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"164,077",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,21,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"190,911",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,22,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"191,373",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,23,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"192,068",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,24,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"195,298",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,25,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"196,989",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,26,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"186,547",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,27,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"168,690",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,28,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"191,856",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,29,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"193,506",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,30,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"193,993",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,01-Enero,31,Capacidad Efectiva Neta (MV),"17.387,288",Generación (GWh),"194,224",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
2019,02-Febrero,1,Capacidad Efectiva Neta (MV),"17.398,788",Generación (GWh),"193,072",Total 2019,"17.562,244","69.701,663","19.326,117","1.179.405,046"
